	Length	Potato_1_UY	Potato_2_UY	Potato_3_UY	Control_1_UY	Control_2_UY	Control_3_UY	Location
UW163_02395	597	7	167	37	4183	4443	7999	Chromosome
UW163_02400	777	26	233	93	6398	8022	11956	Chromosome
UW163_02405	1500	801	4300	1376	33436	46079	69996	Chromosome
UW163_02410	354	1451	6954	1456	30283	37009	73905	Chromosome
UW163_02415	456	130	654	129	4961	6583	10257	Chromosome
UW163_02420	975	22	292	110	7820	9998	9992	Chromosome
UW163_02425	333	63	671	390	31438	41011	57361	Chromosome
UW163_02430	891	58	475	140	10383	13918	20544	Chromosome
UW163_02435	654	11	144	51	6339	7706	7844	Chromosome
UW163_02440	1149	8	42	31	5939	4494	4262	Chromosome
UW163_02445	1944	71	1665	322	15753	20019	15416	Chromosome
UW163_02450	867	1	41	25	4981	4928	3700	Chromosome
UW163_02455	1929	64	450	277	24300	27295	34436	Chromosome
UW163_02460	630	9	48	24	3846	2537	3467	Chromosome
UW163_02465	870	459	2105	594	10809	14535	21632	Chromosome
UW163_02475	951	174	1156	395	11467	12543	22047	Chromosome
UW163_02480	609	863	8734	1541	57553	68641	224315	Chromosome
UW163_02485	603	0	79	54	6255	6298	5038	Chromosome
UW163_02490	669	1	30	26	4221	2752	2361	Chromosome
UW163_02495	249	50	304	80	3224	4249	7685	Chromosome
UW163_02500	507	54	624	109	5557	8252	17407	Chromosome
UW163_02505	657	0	8	12	4235	3444	2765	Chromosome
UW163_02510	1344	618	113	57	13129	13358	20491	Chromosome
UW163_02515	1494	73	447	236	23499	30392	44756	Chromosome
UW163_02520	1134	15	112	50	8969	8787	12555	Chromosome
UW163_02525	651	10	100	29	4737	5278	6359	Chromosome
UW163_02530	702	4	64	65	9694	11310	12538	Chromosome
UW163_02535	627	1	23	13	3099	2914	1965	Chromosome
UW163_02540	1263	9	63	28	9284	10142	3532	Chromosome
UW163_02545	852	6	10	7	5428	5021	1415	Chromosome
UW163_02550	807	1	17	2	3457	3348	958	Chromosome
UW163_02555	1014	4	38	25	6973	5349	5177	Chromosome
UW163_02560	870	4	61	27	4855	4258	3714	Chromosome
UW163_02565	405	10	114	22	4165	5005	4768	Chromosome
UW163_02570	2919	2	22	23	14160	12598	2741	Chromosome
UW163_02575	921	104	780	467	16903	26368	38108	Chromosome
UW163_02580	606	19	199	81	5044	5968	6240	Chromosome
UW163_02585	933	37	162	65	7177	7036	5536	Chromosome
UW163_02590	1092	16	165	55	6760	7149	8216	Chromosome
UW163_02595	648	6	95	75	5512	5903	5621	Chromosome
UW163_02600	771	9	47	35	4164	4097	2870	Chromosome
UW163_02605	210	26	88	25	2405	2898	3165	Chromosome
UW163_02610	861	66	744	171	17167	21148	31125	Chromosome
UW163_02615	213	19	222	30	3651	4341	6243	Chromosome
UW163_02620	609	34	359	97	7302	10203	13423	Chromosome
UW163_02625	1605	154	1898	287	26779	38285	55617	Chromosome
UW163_02630	1260	55	522	214	15095	20603	24668	Chromosome
UW163_02635	516	74	900	169	8763	12344	17440	Chromosome
UW163_02640	942	46	150	52	7939	8152	8273	Chromosome
UW163_02645	723	2	17	4	3631	2212	1062	Chromosome
UW163_02650	471	5	55	16	4142	3982	3526	Chromosome
UW163_02655	1017	3	42	11	7971	5854	7716	Chromosome
UW163_02660	522	84	1045	294	16807	17044	40234	Chromosome
UW163_02665	258	22	284	42	3436	4629	8432	Chromosome
UW163_02670	423	18	202	104	6756	7981	10964	Chromosome
UW163_02675	747	16	278	149	10620	11959	14985	Chromosome
UW163_02680	1617	350	2769	819	53588	71256	124323	Chromosome
UW163_02685	750	5	58	29	6053	5758	4817	Chromosome
UW163_02690	480	316	2010	471	30887	35892	83371	Chromosome
UW163_02695	276	38	789	257	6972	10088	15667	Chromosome
UW163_02700	1761	47	511	180	17219	20213	25568	Chromosome
UW163_02705	270	21	326	34	3102	3643	5704	Chromosome
UW163_02710	456	13	280	124	7796	9804	14449	Chromosome
UW163_02715	975	35	338	114	7734	10414	11897	Chromosome
UW163_02720	1296	93	1078	227	13937	20137	29267	Chromosome
UW163_02725	1548	45	593	79	12200	15437	18400	Chromosome
UW163_02730	339	11	222	25	4158	6058	6530	Chromosome
UW163_02735	813	3	91	15	1647	2590	2348	Chromosome
UW163_02740	261	19	176	31	1946	2287	3941	Chromosome
UW163_02745	516	21	264	116	5688	6579	6292	Chromosome
UW163_02750	1533	1	19	17	7203	6353	2622	Chromosome
UW163_02755	1491	310	2060	586	30041	38733	66472	Chromosome
UW163_02765	570	2	18	23	2540	1929	2230	Chromosome
UW163_02770	516	8	70	43	5075	4098	4488	Chromosome
UW163_02775	549	24	187	71	4920	5571	7295	Chromosome
UW163_02780	1317	9	52	24	6617	6718	4131	Chromosome
UW163_02785	1998	9	77	43	15564	14703	9233	Chromosome
UW163_02790	1287	86	648	180	9082	12970	14198	Chromosome
UW163_02795	327	19	203	70	4376	5790	8005	Chromosome
UW163_02800	648	24	118	82	7314	6949	10188	Chromosome
UW163_02805	1197	61	438	171	13585	15268	18770	Chromosome
UW163_02810	294	28	171	25	1805	2550	4304	Chromosome
UW163_02815	963	6	51	25	7264	7400	4423	Chromosome
UW163_02825	690	29	302	126	7154	8051	9878	Chromosome
UW163_02830	1002	70	685	195	11239	14571	20727	Chromosome
UW163_02835	1914	26	249	58	5656	6547	1354	Chromosome
UW163_02840	315	55	118	54	2772	3146	1386	Chromosome
UW163_02845	1227	14	66	23	6871	5689	3649	Chromosome
UW163_02850	636	1	7	4	2312	1201	888	Chromosome
UW163_02855	1002	10	63	15	6475	6825	4910	Chromosome
UW163_02860	900	2	55	24	6733	7186	4070	Chromosome
UW163_02865	1125	5	46	28	7061	6425	4680	Chromosome
UW163_02870	879	3	6	2	2722	1513	1711	Chromosome
UW163_02875	885	2	9	5	2226	1484	876	Chromosome
UW163_02880	840	3	47	21	2740	2427	2479	Chromosome
UW163_02885	501	4	58	14	3372	2808	1928	Chromosome
UW163_02890	870	250	1833	446	13472	17216	29121	Chromosome
UW163_02895	714	8	116	22	2770	3004	2628	Chromosome
UW163_02900	1176	6	39	28	6884	5370	4283	Chromosome
UW163_02905	879	12	77	25	5593	5995	6314	Chromosome
UW163_02910	819	10	141	66	9484	10237	9888	Chromosome
UW163_02915	1179	1	28	14	6594	6048	2743	Chromosome
UW163_02920	201	0	3	1	1277	1045	375	Chromosome
UW163_02925	897	7	45	25	5878	4990	4230	Chromosome
UW163_02930	993	0	59	44	8861	9702	10159	Chromosome
UW163_02935	873	4	23	18	7759	5937	3801	Chromosome
UW163_02940	1149	5	12	12	3901	2931	1218	Chromosome
UW163_02945	840	3	31	22	4414	4460	2345	Chromosome
UW163_02950	258	336	1618	514	11849	13531	27121	Chromosome
UW163_02955	393	0	68	16	3442	3482	2769	Chromosome
UW163_02960	1041	21	194	85	12004	13400	9537	Chromosome
UW163_02965	2748	61	551	188	21848	27520	23518	Chromosome
UW163_02970	387	137	1076	1094	15345	20201	40465	Chromosome
UW163_02975	633	33	452	112	6371	9022	10157	Chromosome
UW163_02980	441	148	1211	201	2756	4497	4154	Chromosome
UW163_02985	141	7	84	25	1705	2903	3407	Chromosome
UW163_02990	1428	21	293	97	11068	11620	14785	Chromosome
UW163_02995	198	6	14	31	1544	1005	1432	Chromosome
UW163_03000	321	30	206	136	12358	15983	25911	Chromosome
UW163_03005	1803	16	190	80	15477	13685	17144	Chromosome
UW163_03010	723	16	201	37	6983	7176	10899	Chromosome
UW163_03015	657	256	1305	609	32530	44505	84434	Chromosome
UW163_03020	801	2	30	14	3402	2719	3160	Chromosome
UW163_03025	846	6	60	24	6166	5173	5168	Chromosome
UW163_03030	390	5	44	19	3604	4367	3836	Chromosome
UW163_03035	1092	11	82	47	8910	8012	9285	Chromosome
UW163_03040	498	2	31	98	10985	10877	14390	Chromosome
UW163_03045	1182	97	924	338	65227	61664	84102	Chromosome
UW163_03050	1839	144	887	239	25901	32387	33304	Chromosome
UW163_03055	681	89	542	171	30569	27985	39414	Chromosome
UW163_03060	1197	13	155	53	13109	11504	13091	Chromosome
UW163_03065	711	2	8	12	6729	4120	4995	Chromosome
UW163_03070	1131	16	104	34	14640	11499	13235	Chromosome
UW163_03075	606	10	86	28	7713	7171	6608	Chromosome
UW163_03080	411	2	17	2	3638	2193	1753	Chromosome
UW163_03085	690	2	45	5	4445	2751	2585	Chromosome
UW163_03090	429	0	12	6	2782	2181	1735	Chromosome
UW163_03095	1608	23	160	82	18172	15197	15134	Chromosome
UW163_03100	936	9	32	21	5951	4606	4459	Chromosome
UW163_03105	795	3	37	23	7367	5317	3713	Chromosome
UW163_03110	1080	18	211	74	16021	15507	14955	Chromosome
UW163_03115	2025	96	69	37	14419	9964	9310	Chromosome
UW163_03120	423	14	91	28	2507	2980	3880	Chromosome
UW163_03125	285	17	64	7	1279	1665	2658	Chromosome
UW163_03130	276	12	88	4	857	806	417	Chromosome
UW163_03135	942	1	48	34	9061	7104	8521	Chromosome
UW163_03140	930	2	41	23	8682	7839	6891	Chromosome
UW163_03145	504	0	27	10	5820	5164	4434	Chromosome
UW163_03150	267	0	0	2	756	420	607	Chromosome
UW163_03155	963	2	17	19	2806	1812	1458	Chromosome
UW163_03160	2808	26	325	82	8917	10893	4671	Chromosome
UW163_03165	936	4	34	9	3300	3080	1309	Chromosome
UW163_03170	984	5	120	17	6969	5975	4173	Chromosome
UW163_03175	1473	4	37	13	3961	2554	2515	Chromosome
UW163_03180	588	6	21	17	4402	3585	2935	Chromosome
UW163_03185	552	0	6	4	2617	1661	1506	Chromosome
UW163_03190	858	10	161	29	6377	5915	7275	Chromosome
UW163_03195	477	1	12	8	385	875	252	Chromosome
UW163_03200	1518	70	154	114	11018	11365	5856	Chromosome
UW163_03205	855	8	164	96	11089	13426	16982	Chromosome
UW163_03210	3300	116	191	101	16903	18411	8887	Chromosome
UW163_03215	1068	2	48	31	5940	4964	4793	Chromosome
UW163_03220	357	7	27	18	1996	2372	1379	Chromosome
UW163_03225	747	5	37	10	3790	2121	2038	Chromosome
UW163_03230	981	3	10	14	3993	3639	1149	Chromosome
UW163_03235	636	2	56	11	4510	2896	1387	Chromosome
UW163_03240	1197	165	27	13	7344	6453	2041	Chromosome
UW163_03245	1347	51	45	22	6162	5137	2472	Chromosome
UW163_03250	1209	2	53	42	9076	8673	8259	Chromosome
UW163_03255	204	4	35	28	1798	1848	1418	Chromosome
UW163_03260	1044	5	8	2	3070	2140	1398	Chromosome
UW163_03265	843	0	29	9	5039	6246	3127	Chromosome
UW163_03270	1221	11	100	33	6941	7808	5849	Chromosome
UW163_03275	384	1	7	2	673	960	343	Chromosome
UW163_03280	1608	6	55	25	8998	8687	4144	Chromosome
UW163_03285	912	3	14	13	3093	2082	824	Chromosome
UW163_03290	471	0	7	5	3590	3517	868	Chromosome
UW163_03295	327	2	6	7	1741	1210	397	Chromosome
UW163_03300	444	40	254	41	1799	2292	3328	Chromosome
UW163_03305	582	4	12	3	3399	2921	1146	Chromosome
UW163_03310	675	4	3	5	2	3	2	Chromosome
UW163_03315	1839	66	848	244	27733	30734	46924	Chromosome
UW163_03320	1368	33	574	235	25135	28620	44071	Chromosome
UW163_03325	903	2	20	24	5563	3949	3457	Chromosome
UW163_03330	939	27	323	86	7183	9933	10603	Chromosome
UW163_03335	942	5	22	7	2891	1706	807	Chromosome
UW163_03340	1425	12	146	37	10662	12375	8323	Chromosome
UW163_03345	1317	42	73	28	10006	9985	6769	Chromosome
UW163_03350	741	2	25	18	6289	5115	2898	Chromosome
UW163_03355	939	269	198	29	5749	7970	6477	Chromosome
UW163_03360	1284	85	154	28	8990	11522	8736	Chromosome
UW163_03365	426	4	53	8	1531	2105	1841	Chromosome
UW163_03370	1437	5	18	3	4027	2224	1456	Chromosome
UW163_03375	1146	7	80	14	5282	5356	2046	Chromosome
UW163_03380	966	81	22	7	3112	2390	1177	Chromosome
UW163_03385	969	2	27	4	1852	1396	516	Chromosome
UW163_03390	723	1	32	5	2921	1577	1047	Chromosome
UW163_03395	1512	5	58	9	5781	4152	2875	Chromosome
UW163_03400	930	4	36	3	4533	2405	2439	Chromosome
UW163_03405	1227	6	173	172	40983	43479	61705	Chromosome
UW163_03410	930	2	12	33	6032	4800	6826	Chromosome
UW163_03415	393	26	146	41	3076	4141	5713	Chromosome
UW163_03420	816	5	49	27	5379	4351	4464	Chromosome
UW163_03425	1194	7	36	38	5728	4860	5871	Chromosome
UW163_03430	1281	4	91	38	8267	7068	7625	Chromosome
UW163_03435	945	15	46	36	8124	8302	4826	Chromosome
UW163_03440	930	6	17	16	3704	2509	801	Chromosome
UW163_03445	588	5	9	15	3630	2336	826	Chromosome
UW163_03450	513	0	15	10	2695	2280	941	Chromosome
UW163_03455	615	1	7	3	113	92	48	Chromosome
UW163_03460	345	1	4	2	1821	1048	273	Chromosome
UW163_03465	756	228	11	5	4532	4118	2651	Chromosome
UW163_03470	912	103	37	8	3729	5426	1894	Chromosome
UW163_03475	966	4	18	14	5496	5229	2431	Chromosome
UW163_03480	534	2	10	0	1944	1781	506	Chromosome
UW163_03485	1014	39	513	205	17635	19815	31886	Chromosome
UW163_03490	501	3	118	26	3171	3975	5135	Chromosome
UW163_03495	786	19	188	40	5744	7283	8151	Chromosome
UW163_03500	678	32	207	52	5859	6843	7858	Chromosome
UW163_03505	828	23	141	51	4304	5330	5781	Chromosome
UW163_03510	879	5	83	44	6010	5925	6775	Chromosome
UW163_03515	894	6	53	26	7441	7859	5427	Chromosome
UW163_03520	858	10	136	61	7349	7789	7444	Chromosome
UW163_03525	1191	122	1003	402	22150	27313	47409	Chromosome
UW163_03530	294	7	57	21	2217	2910	2398	Chromosome
UW163_03535	882	1	10	9	4788	4462	1715	Chromosome
UW163_03540	1974	4	52	22	12557	11788	4018	Chromosome
UW163_03545	1137	20	102	15	3029	1856	1070	Chromosome
UW163_03550	609	13	77	15	2085	1777	2036	Chromosome
UW163_03555	459	1	6	8	2778	2375	958	Chromosome
UW163_03560	282	1	0	0	480	515	70	Chromosome
UW163_03565	1506	7	15	12	9949	8833	1630	Chromosome
UW163_03570	222	25	564	102	4330	4747	6939	Chromosome
UW163_03575	321	10	144	17	2088	2954	2233	Chromosome
UW163_03580	366	17	140	16	841	1181	1354	Chromosome
UW163_03590	900	62	604	125	10595	13098	20421	Chromosome
UW163_03595	1662	6	85	23	8916	7528	5478	Chromosome
UW163_03600	495	7	87	14	2636	3033	2428	Chromosome
UW163_03605	303	3	57	20	2189	2389	2478	Chromosome
UW163_03610	522	5	98	34	6387	6924	6473	Chromosome
UW163_03615	534	10	285	54	5970	6549	5539	Chromosome
UW163_03620	549	21	503	35	4485	4566	7236	Chromosome
UW163_03625	5031	53	315	191	32539	30400	33690	Chromosome
UW163_03630	1173	1	79	202	10308	10064	10991	Chromosome
UW163_03635	1896	34	347	125	17700	20767	18880	Chromosome
UW163_03640	1140	6	27	10	2318	1571	1147	Chromosome
UW163_03645	216	0	8	3	1548	1343	526	Chromosome
UW163_03650	828	2	14	6	1873	1320	917	Chromosome
UW163_03655	1167	139	5	2	2375	1296	860	Chromosome
UW163_03660	480	14	101	32	2692	4178	2274	Chromosome
UW163_03665	363	2	23	16	1409	1575	1181	Chromosome
UW163_03670	915	1	31	29	5935	4999	6440	Chromosome
UW163_03675	699	1	11	11	4123	2889	2098	Chromosome
UW163_03680	1404	11	130	45	10751	10855	5180	Chromosome
UW163_03685	1452	8	149	55	11938	11509	4610	Chromosome
UW163_03690	1425	422	5233	1089	32191	38594	54885	Chromosome
UW163_03695	342	82	788	115	2593	3643	4405	Chromosome
UW163_03700	831	28	390	108	6469	7330	6298	Chromosome
UW163_03705	462	0	40	17	1512	1151	839	Chromosome
UW163_03710	606	3	35	9	2619	1687	1499	Chromosome
UW163_03715	1953	7	157	163	23058	25124	26301	Chromosome
UW163_03720	1005	4	31	9	4661	3598	1162	Chromosome
UW163_03725	690	8	167	104	7923	10157	12526	Chromosome
UW163_03730	1290	1	39	29	7987	5551	6496	Chromosome
UW163_03735	906	25	266	62	6507	7548	3930	Chromosome
UW163_03740	834	1	12	13	2985	1836	687	Chromosome
UW163_03745	1353	1	77	51	6864	5698	2046	Chromosome
UW163_03750	900	1	34	23	3637	2598	1144	Chromosome
UW163_03755	306	12	1185	20	1326	2258	2236	Chromosome
UW163_03760	762	76	376	74	2180	2858	5866	Chromosome
UW163_03770	723	100	574	121	7175	8784	18081	Chromosome
UW163_03775	2439	42	301	134	12592	13071	9930	Chromosome
UW163_03780	801	28	236	56	4968	5617	3943	Chromosome
UW163_03785	1332	14	112	24	6805	4744	3457	Chromosome
UW163_03790	861	90	362	438	17810	20869	31939	Chromosome
UW163_03795	678	3	50	17	4788	4137	2843	Chromosome
UW163_03800	984	69	16	27	7098	4623	4361	Chromosome
UW163_03805	1974	252	311	81	11970	10252	14846	Chromosome
UW163_03810	510	33	360	146	6235	8441	13290	Chromosome
UW163_03815	1173	379	547	251	25570	28050	31289	Chromosome
UW163_03820	1212	3	54	35	9990	7233	7030	Chromosome
UW163_03825	390	3	68	25	4317	5051	5228	Chromosome
UW163_03830	2643	151	2176	582	43548	60374	85807	Chromosome
UW163_03835	939	11	262	84	7080	8808	10644	Chromosome
UW163_03840	1692	32	465	192	18873	20505	26177	Chromosome
UW163_03845	1143	31	345	94	9824	12725	13214	Chromosome
UW163_03850	2409	103	183	70	12687	14338	9021	Chromosome
UW163_03855	513	3	82	37	3029	3381	2975	Chromosome
UW163_03860	1041	2	82	43	6958	6060	7071	Chromosome
UW163_03865	1044	230	1561	407	20187	23626	52777	Chromosome
UW163_03870	300	8	84	27	5550	6010	6453	Chromosome
UW163_03875	1488	24	198	62	10303	11786	15242	Chromosome
UW163_03880	501	2	52	46	4403	5405	7218	Chromosome
UW163_03885	1005	3	10	13	2821	1379	2147	Chromosome
UW163_03890	1467	45	382	109	15439	16406	18576	Chromosome
UW163_03895	699	10	98	34	5063	5019	7854	Chromosome
UW163_03900	990	4	49	11	3467	2600	2411	Chromosome
UW163_03905	1194	2	24	30	7269	5100	4696	Chromosome
UW163_03910	1527	93	69	30	12296	12659	6307	Chromosome
UW163_03915	1257	4	46	29	7578	6643	4279	Chromosome
UW163_03920	519	1	7	13	2571	1755	1790	Chromosome
UW163_03925	1089	46	357	118	9474	12230	13894	Chromosome
UW163_03930	420	65	588	333	16313	23195	39753	Chromosome
UW163_03935	1299	50	107	42	10673	9840	9099	Chromosome
UW163_03940	1593	7	126	27	12033	12929	6176	Chromosome
UW163_03945	537	6	71	31	5881	7550	5403	Chromosome
UW163_03950	1335	35	349	92	12591	19380	17479	Chromosome
UW163_03955	1293	57	174	41	8902	10976	6231	Chromosome
UW163_03960	579	8	28	26	4451	3650	5625	Chromosome
UW163_03965	1347	8	43	24	6517	5305	4365	Chromosome
UW163_03970	501	7	75	21	4729	4842	6534	Chromosome
UW163_03975	216	2	8	4	382	374	492	Chromosome
UW163_03980	243	0	3	3	469	198	347	Chromosome
UW163_03985	216	0	6	5	976	928	1339	Chromosome
UW163_03990	594	7	33	29	6736	7317	6951	Chromosome
UW163_03995	933	80	795	186	13682	18785	30004	Chromosome
UW163_04000	861	12	30	16	3563	2168	2208	Chromosome
UW163_04005	657	15	118	60	4293	5014	4886	Chromosome
UW163_04010	1326	34	317	33	2969	4766	4488	Chromosome
UW163_04015	588	1	62	26	1232	2253	1273	Chromosome
UW163_04020	1074	16	198	18	2732	6209	3175	Chromosome
UW163_04025	1527	4	42	31	8182	6783	3008	Chromosome
UW163_04030	1281	30	2160	210	13758	14760	11333	Chromosome
UW163_04035	1494	15	1346	153	15403	14072	12863	Chromosome
UW163_04040	1212	9	149	72	10686	11542	7762	Chromosome
UW163_04045	648	7	65	27	5082	4711	4172	Chromosome
UW163_04050	522	479	4626	1495	149122	189052	370538	Chromosome
UW163_04055	759	221	26	16	6370	5966	3974	Chromosome
UW163_04060	195	14	261	36	2540	3132	3838	Chromosome
UW163_04065	2061	185	849	184	17380	21988	18131	Chromosome
UW163_04070	1458	7	87	30	8861	7963	3867	Chromosome
UW163_04075	633	1	28	12	4343	4493	2195	Chromosome
UW163_04080	789	5	51	9	4191	4044	1887	Chromosome
UW163_04085	474	7	88	17	3987	4050	3140	Chromosome
UW163_04090	828	19	413	170	7397	7911	8716	Chromosome
UW163_04095	1869	287	2352	870	46454	61512	118223	Chromosome
UW163_04100	1029	119	893	434	20729	27087	43125	Chromosome
UW163_04105	891	10	77	62	8455	9736	15474	Chromosome
UW163_04110	1410	3	17	6	3457	2024	790	Chromosome
UW163_04115	924	2	14	9	2420	1328	701	Chromosome
UW163_04120	660	316	147	73	5680	6615	4503	Chromosome
UW163_04125	1200	22	314	205	15735	17163	18376	Chromosome
UW163_04130	3150	237	2933	493	41530	55245	72259	Chromosome
UW163_04135	1545	34	650	151	17797	19891	25732	Chromosome
UW163_04140	213	147	2479	1101	23016	27070	76299	Chromosome
UW163_04145	855	5	51	14	5796	7124	2731	Chromosome
UW163_04150	324	2	11	8	1484	1844	603	Chromosome
UW163_04155	516	5	62	14	3049	3970	1923	Chromosome
UW163_04160	564	44	369	48	4114	6657	8689	Chromosome
UW163_04165	1425	7	47	23	8491	6161	3900	Chromosome
UW163_04170	1692	92	1255	265	19913	24131	38630	Chromosome
UW163_04175	315	2	28	29	3248	3194	4006	Chromosome
UW163_04180	432	8	299	106	4160	4971	10976	Chromosome
UW163_04185	135	16	181	300	8966	11319	34042	Chromosome
UW163_04190	1563	121	726	165	10325	14408	20407	Chromosome
UW163_04195	1116	214	1727	448	21848	27060	45854	Chromosome
UW163_04200	2529	201	1637	434	25659	33008	43561	Chromosome
UW163_04205	1602	5	13	4	1	4	4	Chromosome
UW163_04210	1347	4	12	3	14	5	14	Chromosome
UW163_04215	1095	6	3	2	4	4	5	Chromosome
UW163_04220	372	0	0	0	1	0	0	Chromosome
UW163_04225	225	0	0	0	0	1	2	Chromosome
UW163_04230	558	1	1	3	1	2	3	Chromosome
UW163_04235	810	4	4	4	3	4	4	Chromosome
UW163_04240	1806	5	14	6	5	8	8	Chromosome
UW163_04245	555	3	8	2	0	0	1	Chromosome
UW163_04250	1701	31	30	18	4	6	10	Chromosome
UW163_04255	261	6	27	10	1186	1863	900	Chromosome
UW163_04260	2754	13	59	8	45	65	73	Chromosome
UW163_04265	810	11	3	1	4	2	4	Chromosome
UW163_04270	723	8	4	0	0	6	5	Chromosome
UW163_04275	1017	0	5	0	1	0	2	Chromosome
UW163_04280	789	0	0	0	1	3	0	Chromosome
UW163_04285	195	1	2	2	0	1	1	Chromosome
UW163_04290	636	1	10	0	1	2	2	Chromosome
UW163_04295	249	1	0	0	0	0	2	Chromosome
UW163_04300	567	0	2	3	2	1	1	Chromosome
UW163_04305	846	3	138	16	3637	3735	1660	Chromosome
UW163_04310	924	1	5	6	603	759	156	Chromosome
UW163_04315	1569	7	46	8	5054	5401	1254	Chromosome
UW163_04320	789	5	47	16	4837	5614	2620	Chromosome
UW163_04325	777	2	93	15	4406	6622	2192	Chromosome
UW163_04330	672	2	35	5	3675	4274	1505	Chromosome
UW163_04335	762	2	26	12	4322	3524	1990	Chromosome
UW163_04340	1308	0	11	9	5677	4089	2386	Chromosome
UW163_04345	801	1	53	16	4331	4747	3475	Chromosome
UW163_04350	786	30	427	64	8001	9207	12184	Chromosome
UW163_04355	666	0	29	36	3761	3190	4861	Chromosome
UW163_04360	1341	1	51	12	4437	3540	4258	Chromosome
UW163_04365	825	9	109	15	3028	4104	2369	Chromosome
UW163_04370	7074	106	315	243	28712	32182	18682	Chromosome
UW163_04375	306	1	29	5	1577	1851	703	Chromosome
UW163_04380	1272	14	106	74	9067	7183	3078	Chromosome
UW163_04385	426	30	211	81	2744	1761	1656	Chromosome
UW163_04390	1206	256	1477	1540	8722	9672	10416	Chromosome
UW163_04395	519	31	244	84	4137	5102	4313	Chromosome
UW163_04400	1446	58	56	17	8174	7523	3100	Chromosome
UW163_04405	861	2	21	14	4820	5125	1454	Chromosome
UW163_04415	1476	8	39	25	9729	7166	3224	Chromosome
UW163_04420	675	16	117	31	4194	4578	3374	Chromosome
UW163_04425	1047	13	299	54	10827	12499	8959	Chromosome
UW163_04430	1131	80	1713	202	8833	13078	9363	Chromosome
UW163_04435	435	1	17	5	1106	1158	412	Chromosome
UW163_04440	591	3	35	7	2460	2225	1348	Chromosome
UW163_04445	648	4	41	21	4977	5508	3941	Chromosome
UW163_04450	1212	16	451	212	14090	15417	16404	Chromosome
UW163_04455	807	172	687	401	6017	8810	3663	Chromosome
UW163_04460	2814	0	53	31	12920	9319	4273	Chromosome
UW163_04465	615	4	14	4	3896	3831	799	Chromosome
UW163_04470	2235	9	37	16	11757	10058	2016	Chromosome
UW163_04475	1773	3	36	13	9663	11590	1827	Chromosome
UW163_04480	90	1	8	1	691	828	108	Chromosome
UW163_04485	816	7	70	20	3650	4877	2342	Chromosome
UW163_04490	786	4	26	3	3528	4211	1322	Chromosome
UW163_04495	306	5	44	10	1055	2388	978	Chromosome
