	Length	Tomato_1_UW	Tomato_2_UW	Tomato_3_UW	Banana_1_UW	Banana_2_UW	Banana_3_UW	Control_1_UW	Control_2_UW	Control_3_UW	Minimal_1_UW	Minimal_2_UW	Minimal_3_UW	Minimal_1_IB	Minimal_2_IB	Minimal_3_IB	Control_1_IB	Control_2_IB	Control_3_IB	Tomato_1_IB	Tomato_2_IB	Tomato_3_IB	Melon_1_IB	Melon_2_IB	Melon_3_IB	Location
UW163_00960	759	1149	1419	1467	2299	2915	2620	2190	2090	1959	1379	1765	995	1422	1390	1355	1721	1530	1729	577	1449	929	707	731	1862	Chromosome
UW163_00965	1569	753	945	950	2368	2439	1920	1213	1109	1066	1341	1778	851	1549	1242	1154	676	793	812	343	722	447	385	440	1117	Chromosome
UW163_00970	6120	13616	14750	15974	20066	24606	19787	33144	30967	35875	19750	23305	12164	29296	25546	25459	18716	22977	23959	5853	14356	8530	4369	5196	11397	Chromosome
UW163_00975	2232	18841	20511	20665	16441	24347	23981	43606	41837	48598	34707	39253	25746	47062	59587	52373	43176	47203	41337	10433	26394	17329	7237	8304	15573	Chromosome
UW163_00980	546	3122	3244	3493	6774	5815	5115	6124	6051	6854	4768	5307	2920	4919	5462	5912	3568	4008	4344	1201	4436	3004	1131	1330	2524	Chromosome
UW163_00985	369	6588	7364	7451	10125	10200	9785	12554	12829	15791	12344	13192	10146	12436	19449	18597	12897	12749	11085	3283	11669	8005	3296	3377	5113	Chromosome
UW163_00990	468	12897	13269	15312	17655	19012	17137	13041	13417	15136	16392	18187	12098	14569	24355	26460	13029	10372	11073	6842	26560	18409	5624	6697	9818	Chromosome
UW163_00995	183	2570	2429	2539	1896	2221	2573	4865	5598	7840	4855	4216	3264	3629	6707	9414	5541	4138	5080	1234	5757	4215	1802	1954	2531	Chromosome
UW163_01000	1302	1562	1946	1985	2482	2820	2483	2783	2495	2435	1218	1387	788	1362	1247	1138	2177	2297	2201	596	1271	763	977	894	2209	Chromosome
UW163_01005	627	4018	4441	4714	3195	4312	4307	6200	7258	8026	7633	8429	5814	7248	9003	6060	10970	10396	9238	2324	3259	1999	3557	3229	6452	Chromosome
UW163_01010	852	780	855	1005	1188	1325	955	1492	1371	1123	898	1346	543	1056	714	492	998	1330	1547	329	313	198	398	404	1342	Chromosome
UW163_01015	522	117	134	160	161	178	147	194	170	102	161	194	96	101	105	54	184	175	233	40	74	34	49	30	153	Chromosome
UW163_01020	186	27	24	27	64	56	65	20	35	32	76	89	65	26	44	47	24	25	16	14	20	18	44	30	63	Chromosome
UW163_01025	177	55	45	69	199	125	138	49	65	59	163	180	133	122	223	167	100	101	83	20	85	45	50	36	50	Chromosome
UW163_01030	534	27	20	28	61	56	39	48	50	37	69	112	54	44	60	28	22	20	23	18	19	10	27	28	62	Chromosome
UW163_01035	855	51	43	58	68	87	69	52	67	54	138	202	99	80	72	68	47	33	28	24	37	26	27	28	53	Chromosome
UW163_01040	1881	176	177	222	283	320	299	195	227	228	366	496	246	165	205	137	89	87	108	68	127	90	94	65	154	Chromosome
UW163_01045	309	11	16	17	14	33	7	26	13	11	24	34	8	15	8	5	7	7	11	2	2	3	3	8	11	Chromosome
UW163_01050	1194	102	129	122	278	271	205	167	166	142	211	258	151	115	154	129	82	104	125	52	120	62	65	67	149	Chromosome
UW163_01055	1365	147	172	166	256	375	304	165	178	170	375	483	254	226	248	194	114	120	149	64	135	74	99	89	202	Chromosome
UW163_01060	978	132	118	144	236	225	218	116	202	176	279	391	183	153	143	122	101	80	85	54	114	65	76	55	124	Chromosome
UW163_01065	945	87	85	112	169	200	183	106	124	101	182	241	86	138	104	119	55	85	60	39	77	38	46	52	117	Chromosome
UW163_01070	456	87	107	115	172	187	154	94	96	107	179	202	84	131	91	116	57	75	62	38	73	56	41	58	142	Chromosome
UW163_01075	1041	545	505	693	1668	1454	1179	525	629	772	1037	1050	780	801	1113	1238	438	385	422	197	707	507	406	396	660	Chromosome
UW163_01080	1326	141	154	186	303	330	349	165	214	203	394	438	251	276	265	281	160	142	132	74	201	85	114	119	216	Chromosome
UW163_01085	1059	356	349	316	544	1081	1002	197	222	236	1548	1330	938	1118	1775	1367	145	167	125	105	364	211	534	447	960	Chromosome
UW163_01090	1239	21435	25317	20706	38416	59222	54034	5364	7631	5854	106536	90216	71520	102579	141835	99567	4060	3877	3604	4244	16656	12101	33178	28537	56590	Chromosome
UW163_01095	1605	32941	37285	29560	49883	108818	100502	5397	8236	4573	191262	160734	143456	179812	306068	218467	2684	2485	2359	5552	27070	19875	63188	53269	93837	Chromosome
UW163_01100	1065	53047	56511	45366	77212	156481	153290	7757	12259	6983	349713	283938	250684	282851	566949	420252	3546	3175	2920	9308	56314	42873	108481	94389	152236	Chromosome
UW163_01105	447	404	273	382	304	409	367	308	371	435	494	465	324	256	456	484	236	232	256	86	252	187	122	113	200	Chromosome
UW163_01110	1077	586	662	677	1058	1283	880	1962	1560	1140	634	809	319	804	486	405	838	1158	1348	190	268	164	177	219	770	Chromosome
UW163_01115	1077	3364	3852	3610	5705	7763	6418	8327	8602	10764	6642	7265	5532	6937	9041	7917	13017	11994	10618	1907	3825	2525	1673	1835	3257	Chromosome
UW163_01120	1644	60067	64244	63376	48781	95177	92560	571271	629763	693867	28442	37398	27294	11631	15334	15362	300349	290209	274034	19400	43253	25698	39054	34727	66081	Chromosome
UW163_01125	291	20346	18020	20822	21351	34843	32963	178716	206897	250328	10547	13313	11734	3756	7006	6499	120713	107016	93867	6452	22372	13945	13522	12914	18670	Chromosome
UW163_01130	348	593	505	708	1078	983	1197	611	761	1080	1145	1074	887	600	1364	1379	828	591	698	301	1236	989	485	536	706	Chromosome
UW163_01135	1254	618	628	657	1048	1100	1110	1552	1481	1494	645	735	517	546	726	662	1005	979	818	349	840	589	348	401	767	Chromosome
UW163_01140	261	160	144	174	241	191	204	197	229	411	257	213	151	868	1614	2059	1033	745	954	520	2148	1430	984	1001	1264	Chromosome
UW163_01145	825	548	527	563	1201	1170	1204	905	1004	1447	592	678	508	2094	4045	4740	2558	1967	2350	1475	5551	3876	2030	2189	2872	Chromosome
UW163_01150	924	1000	1080	990	2430	2545	2744	4040	3985	4932	795	873	672	435	878	786	3047	2596	2669	674	2116	1509	906	1089	1777	Chromosome
UW163_01155	201	111	88	100	108	92	122	132	134	204	176	177	147	118	204	209	186	130	156	65	170	128	91	85	136	Chromosome
UW163_01160	435	157	130	146	148	188	239	222	312	441	206	276	180	114	294	280	311	246	247	89	323	223	135	116	161	Chromosome
UW163_01165	240	17	23	25	33	35	35	48	48	50	31	49	32	28	51	44	63	47	36	14	37	25	20	17	28	Chromosome
UW163_01170	216	91	81	91	105	133	139	100	113	157	109	106	89	80	146	152	192	146	153	60	218	170	64	64	111	Chromosome
UW163_01175	789	2	4	2	6	30	13	12	9	6	3	6	0	2	5	5	3	3	7	3	17	15	3	5	6	Chromosome
UW163_01180	1017	0	1	1	4	6	4	1	3	1	1	6	3	1	0	1	2	0	0	0	0	0	0	0	0	Chromosome
UW163_01185	342	87	74	92	58	91	94	70	110	124	111	134	86	44	97	76	65	45	37	104	225	156	106	110	152	Chromosome
UW163_01190	570	9660	9968	10212	18055	15070	27571	522	550	763	7244	7062	6122	4515	8308	3846	1273	1141	1097	988	2743	1953	954	958	1551	Chromosome
UW163_01195	573	311	349	345	863	826	941	102	81	70	174	203	81	224	179	135	154	170	208	61	118	66	93	78	229	Chromosome
UW163_01200	897	51	62	69	325	236	175	115	72	51	60	70	33	122	98	77	93	128	163	30	64	44	44	54	179	Chromosome
UW163_01205	516	114	102	146	323	436	413	216	261	317	316	317	207	764	1219	1123	1109	986	984	295	747	508	424	438	763	Chromosome
UW163_01210	918	181	151	193	633	819	807	374	336	326	498	533	353	1240	1585	1733	1557	1412	1353	526	1070	753	807	703	1232	Chromosome
UW163_01215	558	647	579	685	560	544	630	188	209	278	1201	1306	1025	6	6	6	1	2	2	0	1	0	1	0	3	Chromosome
UW163_01220	993	1860	1653	1836	1058	1159	1515	959	1232	1863	1727	1669	1404	3	2	0	2	2	3	1	1	2	0	1	2	Chromosome
UW163_01225	915	29	22	29	60	76	89	20	35	58	44	59	42	0	0	0	0	0	0	0	0	0	0	0	0	Chromosome
UW163_01230	324	4	6	4	16	20	19	22	22	28	9	6	10	0	0	0	1	0	0	0	0	0	0	0	0	Chromosome
UW163_01235	879	943	1014	1015	1473	1439	1562	2378	2714	3715	1584	1790	1310	2	7	5	7	6	4	2	7	2	3	1	4	Chromosome
UW163_01240	672	728	711	932	1211	1051	1025	1360	1507	2502	997	1155	895	96	251	246	126	97	127	87	231	141	225	175	210	Chromosome
UW163_01245	552	464	410	551	759	630	585	890	1023	1437	517	617	367	631	1020	1081	815	707	851	698	1478	915	1502	1246	1812	Chromosome
UW163_01250	642	331	364	379	595	867	834	691	747	728	591	686	448	565	564	516	640	603	555	207	382	269	233	269	477	Chromosome
UW163_01255	1803	201	262	241	467	654	493	551	573	448	325	453	232	227	202	171	105	110	109	153	140	101	86	75	175	Chromosome
UW163_01260	1107	2048	2281	2392	3323	5085	4355	5657	5833	5782	3549	3991	2303	3783	3600	3147	5368	5428	5030	1034	2080	1329	1516	1568	3384	Chromosome
UW163_01265	885	246	362	356	920	810	528	635	553	317	305	358	140	348	206	220	189	200	288	88	115	50	202	198	800	Chromosome
UW163_01270	408	81	118	125	469	312	225	65	84	65	264	270	155	200	160	179	18	29	33	30	53	26	185	177	364	Chromosome
UW163_01275	879	310	378	369	907	719	662	981	1018	1003	661	920	373	373	281	270	466	511	520	150	284	175	168	190	499	Chromosome
UW163_01280	732	172	175	206	301	397	369	413	441	466	335	449	234	222	201	184	317	269	254	91	169	112	104	130	224	Chromosome
UW163_01285	1644	1187	1268	1645	1063	1360	1162	1632	1589	1571	1000	1152	586	820	851	740	836	873	927	331	580	374	463	469	1172	Chromosome
UW163_01290	654	41	41	53	145	121	101	114	81	58	78	62	43	58	46	44	48	46	33	11	35	20	25	24	73	Chromosome
UW163_01295	1482	1200	1670	1664	5324	5080	3967	1306	1157	963	1549	1933	799	1828	1178	1114	573	749	952	388	724	455	954	919	2822	Chromosome
UW163_01300	321	557	689	660	1539	1612	1368	122	111	104	777	759	444	309	342	391	27	26	41	105	134	124	472	351	748	Chromosome
UW163_01305	231	631	819	840	1793	1544	1340	95	95	79	1196	1071	558	1352	1114	1103	74	94	97	191	286	217	817	765	1839	Chromosome
UW163_01310	639	252	325	354	548	836	663	577	440	373	465	610	192	534	271	265	234	336	439	79	101	54	152	109	525	Chromosome
UW163_01315	2190	882	798	1002	2776	4356	5035	1439	1520	1766	1288	1524	853	725	907	1086	1125	1002	1059	376	749	447	994	928	1887	Chromosome
UW163_01320	366	270	294	324	1932	1436	1466	529	508	580	510	591	278	466	382	451	435	471	414	125	342	190	171	210	412	Chromosome
UW163_01325	987	652	573	783	473	609	442	658	1063	1366	1164	1582	983	356	461	475	251	206	230	255	487	334	170	164	243	Chromosome
UW163_01330	1212	1095	1117	1292	1210	2413	1376	1276	1502	1829	1604	1977	1348	1382	2137	1696	801	781	808	539	1895	1080	426	464	689	Chromosome
UW163_01335	351	3398	3070	3866	4606	4551	4305	1124	2045	2825	5719	5257	3943	5852	8215	7426	1860	1861	2004	1135	4364	2689	1968	2308	3190	Chromosome
UW163_01340	522	1260	1366	1582	3247	2910	2187	847	1074	1021	1924	2314	976	2416	1603	1298	952	884	1248	419	863	488	564	603	1585	Chromosome
UW163_01345	1278	441	480	612	903	753	486	440	323	235	469	815	265	452	264	204	184	213	285	144	223	112	170	229	780	Chromosome
UW163_01350	1347	67	83	78	180	175	144	94	83	77	123	142	74	128	124	112	49	67	57	25	57	45	58	50	114	Chromosome
UW163_01355	2712	568	702	745	807	1022	635	405	386	286	651	794	381	656	493	507	150	184	184	359	402	265	545	384	1161	Chromosome
UW163_01360	1176	115	112	155	331	275	174	262	164	104	192	244	90	249	127	135	67	76	105	28	51	29	61	53	192	Chromosome
UW163_01365	774	427	455	537	659	952	723	354	322	250	1013	1026	444	1165	681	815	160	219	318	125	179	113	147	99	427	Chromosome
UW163_01370	843	1304	1509	1651	2070	2748	2654	930	1034	1044	3640	3490	2089	3782	3874	3882	769	815	985	455	814	574	607	462	1364	Chromosome
UW163_01375	387	3758	4335	5034	3399	4486	4618	1942	2553	2581	9795	10241	6350	15093	13031	11344	2548	2789	2564	1798	4041	2397	2103	2175	4271	Chromosome
UW163_01380	1179	473	634	651	1210	1191	943	570	508	357	746	947	454	1020	651	519	365	348	385	204	404	229	274	310	825	Chromosome
UW163_01385	249	132	160	225	433	320	205	84	85	42	152	207	50	261	65	81	24	24	33	29	37	18	49	63	222	Chromosome
UW163_01390	1542	455	530	594	642	945	784	1131	1168	909	677	958	505	774	646	519	558	554	556	261	317	173	226	240	595	Chromosome
UW163_01395	507	83	133	127	188	233	177	246	212	209	135	194	77	127	97	96	104	107	139	30	60	36	32	33	106	Chromosome
UW163_01400	1044	1995	2296	2685	2577	3859	2590	3050	4049	3169	4243	5991	2656	3152	2475	2076	2395	2835	3033	689	1177	691	584	596	1480	Chromosome
UW163_01405	1011	1194	1570	1404	3380	3000	2606	2700	2512	2451	894	1067	578	1056	743	696	1415	1657	1894	473	882	493	566	549	1817	Chromosome
UW163_01410	1242	2269	2662	2608	5512	5307	4194	6534	5591	4463	1239	1502	569	1548	861	880	1931	2605	3342	709	1305	699	801	853	3246	Chromosome
UW163_01415	510	513	619	636	902	1068	1074	1014	1014	1119	448	534	355	355	491	481	816	754	681	271	545	332	340	384	753	Chromosome
UW163_01420	927	3003	3563	3605	4948	5819	5678	6626	6118	6354	2933	3020	1944	2709	2965	2802	5254	5051	4386	1531	3118	2084	1851	2014	4124	Chromosome
UW163_01425	1065	12741	16024	13897	13830	22970	24624	28855	31588	37153	16995	16178	11010	14824	19426	19285	26646	28087	24875	6959	15507	9947	11728	11924	23389	Chromosome
UW163_01430	1440	5259	6230	6001	9486	10736	10077	11520	11434	11711	6140	6958	3718	5888	5737	5639	10521	11017	10910	2485	4724	3005	3251	3155	7991	Chromosome
UW163_01435	1212	3902	4485	4539	6974	8492	7502	11668	10425	8858	4817	6118	3122	5309	4943	4120	8703	8782	9186	1761	3093	1912	2326	2468	7158	Chromosome
UW163_01440	897	326	328	376	917	857	675	555	561	661	378	516	272	329	402	391	521	477	489	133	337	184	182	190	347	Chromosome
UW163_01445	324	80	81	108	295	206	199	179	186	201	122	161	86	99	109	101	175	146	163	30	96	51	55	53	96	Chromosome
UW163_01450	798	770	817	950	1171	1402	1221	1495	1483	1497	809	1097	536	725	670	520	1288	1173	1207	230	375	257	372	308	880	Chromosome
UW163_01455	930	5000	6153	6028	5674	6888	7449	10161	11265	12391	5957	6602	4163	5174	6384	6544	13381	12266	11977	2454	4955	3446	3434	3584	7109	Chromosome
UW163_01460	198	1373	1410	1634	1166	1781	1849	2390	2680	3459	1422	1483	1137	1188	2062	1761	3640	3192	2870	659	1450	950	952	1018	1707	Chromosome
UW163_01465	1026	1523	1790	1897	2628	3015	2693	4655	3881	3823	1302	1662	890	1180	1297	1265	2849	2798	3153	646	1229	762	899	948	2081	Chromosome
UW163_01470	441	1797	2255	2094	4352	4740	4396	4049	4011	4025	2116	2299	1340	1989	1934	1927	3613	3446	3932	878	2088	1326	1155	1221	2902	Chromosome
UW163_01475	1125	375	453	502	826	896	671	1438	1028	727	252	399	112	372	182	169	357	528	642	122	156	81	141	124	594	Chromosome
UW163_01480	588	272	306	305	669	714	546	579	458	428	304	343	176	317	291	260	291	284	392	93	227	107	115	115	358	Chromosome
UW163_01485	1707	1264	1483	1794	1811	2304	2121	2078	2273	2561	1546	1879	967	1559	1180	1118	1204	1319	1522	425	751	458	668	622	1543	Chromosome
UW163_01490	480	905	947	1188	1121	1055	1069	1626	2052	2356	1076	1216	721	1176	1284	1200	896	912	1050	361	734	500	551	557	1091	Chromosome
UW163_01495	714	825	757	944	503	682	1039	1175	1619	2542	1062	1121	768	610	1362	1469	852	650	707	399	1375	875	527	601	798	Chromosome
UW163_01500	366	0	0	2	1	0	1	1	1	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	Chromosome
UW163_01505	849	52	38	51	24	41	52	55	75	132	64	69	60	13	15	32	19	7	14	3	20	7	5	8	8	Chromosome
UW163_01510	330	323	239	343	247	257	371	381	541	834	573	594	423	0	0	0	0	0	0	1	0	0	0	0	0	Chromosome
UW163_01515	4335	17118	17694	18929	17656	18609	24141	24956	30379	41601	16962	16483	13535	818	1723	1906	577	426	562	525	1805	1288	692	728	812	Chromosome
UW163_01520	1017	0	0	3	4	0	2	1	1	0	0	2	3	82	105	160	195	164	198	148	348	256	242	179	329	Chromosome
UW163_01525	789	12	15	7	13	21	26	8	9	9	34	30	25	0	2	5	0	1	2	0	7	2	2	0	2	Chromosome
UW163_01530	525	785	721	929	1032	966	1087	456	583	891	1146	1329	923	481	1179	1650	575	372	477	452	1485	1092	642	659	679	Chromosome
UW163_01535	510	9809	7781	11693	9123	6924	8816	7900	9668	12480	15130	18338	13414	6095	11943	10413	10512	8396	7746	3876	11240	8003	7433	7856	9651	Chromosome
UW163_01540	567	2197	1793	2641	1096	1127	1372	1822	2410	3813	3781	4087	3028	26084	51725	71830	19020	14731	19221	10954	54865	35276	20311	22027	25749	Chromosome
UW163_01545	765	2397	2096	2663	1160	1235	1650	3745	4604	7670	5552	5778	4475	2	7	0	0	0	1	0	2	1	1	1	1	Chromosome
UW163_01550	213	145	164	181	89	89	117	239	311	479	389	388	333	6176	12349	13249	6173	5272	5831	3475	9999	7261	4987	5214	6109	Chromosome
UW163_01555	1683	3172	3208	3557	2852	3086	3625	2124	2867	4596	5399	5145	4117	8268	14655	14360	6021	5730	5869	3069	8253	5939	4550	4775	6138	Chromosome
UW163_01560	849	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	Chromosome
UW163_01565	366	0	1	0	0	0	0	0	0	0	5	1	2	0	15	4	1	0	0	0	1	0	0	0	4	Chromosome
UW163_01570	318	542	482	604	292	445	464	179	270	372	716	627	492	33	83	65	17	15	16	25	54	40	29	19	21	Chromosome
UW163_01575	1017	6	2	5	15	24	8	2	6	7	5	2	2	0	0	0	0	0	0	0	0	0	1	0	0	Chromosome
UW163_01580	789	4	6	1	8	11	10	3	6	128	3	6	5	0	0	0	0	1	0	0	0	0	0	0	0	Chromosome
UW163_01585	1737	8364	8601	8907	13305	13801	13718	15140	16815	21691	8299	8311	6522	8432	14685	13790	18579	17639	14914	5548	12028	9612	4809	4400	6664	Chromosome
UW163_01590	507	54200	56953	54658	110035	90887	79366	82519	88894	103863	45272	49565	39670	35371	72397	61068	130808	125516	113344	36357	126826	103973	24658	30503	38668	Chromosome
UW163_01595	522	2173	2193	2198	2871	2814	2447	2090	2249	2425	2910	3137	2395	2603	4242	3892	3250	2732	3012	1356	3887	2482	1163	1249	1551	Chromosome
UW163_01600	699	944	983	1214	2947	2566	2011	802	888	993	1407	1832	906	1618	1854	1595	511	477	512	448	1392	834	414	527	942	Chromosome
UW163_01605	882	15483	18835	16319	20514	24465	28858	50854	54743	67949	8469	9313	7063	7288	12359	11350	30743	31881	24851	9040	17157	11997	8312	9700	16882	Chromosome
UW163_01610	1167	21779	27193	22576	24998	35160	45404	66576	73156	94398	14457	14820	11250	11662	18022	18755	39994	42529	36451	11139	24826	17012	11928	13041	23058	Chromosome
UW163_01615	627	4037	4689	4433	12425	9626	9760	3716	3941	4246	3739	4171	2448	3241	3837	4207	4138	3495	3650	2050	6588	4571	2552	2674	4498	Chromosome
UW163_01620	480	434	511	547	1382	1227	1096	867	974	1160	1486	2057	1023	755	1036	977	345	345	409	212	621	389	275	310	566	Chromosome
UW163_01625	1059	8393	9247	9327	14962	20553	20294	25432	29491	31796	40212	50104	29932	16265	21516	19034	19371	18088	15510	4833	12627	8456	7174	7413	12082	Chromosome
UW163_01630	699	935	982	1150	3703	3260	2906	577	581	566	2260	2416	1573	3002	3536	2969	745	718	708	421	1316	756	384	397	741	Chromosome
UW163_01635	1542	535	652	601	2270	2415	1795	469	447	369	1340	1582	873	1921	1685	1572	426	372	578	251	696	392	163	205	472	Chromosome
UW163_01640	318	64	83	88	418	376	341	31	34	34	212	208	125	246	321	287	60	58	61	22	122	84	31	29	53	Chromosome
UW163_01645	1704	2273	2400	3339	10362	14677	10537	7694	7603	6696	10330	10082	7144	417982	465401	411788	47245	54045	45025	28657	49383	36078	4820	4507	9117	Chromosome
UW163_01655	1374	4902	4160	5231	932	1394	1995	3769	5057	8764	7270	7210	5827	919	1879	1778	926	718	734	516	1513	1087	418	430	503	Chromosome
UW163_01660	1158	2683	1630	2723	105	175	143	374	593	1069	603	611	531	172	467	338	309	255	234	336	756	537	271	363	366	Chromosome
UW163_01665	219	1853	1426	2090	82	164	178	1664	1959	3641	1883	1833	1576	194	369	327	337	266	276	86	251	187	127	155	180	Chromosome
UW163_01670	372	1315	1036	1307	56	130	239	2703	3293	5705	922	968	837	29	45	37	114	121	83	50	75	51	23	46	19	Chromosome
UW163_01675	1170	4950	4756	5252	6711	6575	7413	3207	3985	6274	5832	5587	4508	972	2039	2233	636	529	596	517	2639	2002	670	766	912	Chromosome
UW163_01680	213	284	272	338	569	539	576	205	216	400	237	344	227	81	168	149	55	35	45	28	119	91	47	53	83	Chromosome
UW163_01685	1197	300	364	441	708	675	525	910	851	772	464	579	266	465	335	415	624	640	787	147	213	139	115	188	331	Chromosome
UW163_01690	561	66	70	76	179	130	101	208	171	153	89	97	59	93	55	79	123	120	141	24	43	19	25	37	90	Chromosome
UW163_01695	741	169	183	201	326	353	335	368	405	461	292	366	189	181	224	221	341	349	315	105	201	119	115	135	211	Chromosome
UW163_01700	918	583	590	758	750	746	577	1371	1712	1573	828	1014	512	673	648	563	413	433	553	186	389	235	377	399	970	Chromosome
UW163_01705	897	484	658	780	1100	1109	1044	771	1014	1061	396	477	228	431	344	315	216	213	245	255	612	396	623	511	1362	Chromosome
UW163_01710	1044	1013	1380	1131	3628	3202	2893	1553	1413	1487	337	367	223	309	347	329	455	520	548	386	1216	831	750	726	1767	Chromosome
UW163_01715	1662	3593	5137	4042	8562	9218	8070	6655	5872	5408	1128	1406	799	1133	1633	1261	2465	2440	2490	1747	4653	3107	3235	2982	6072	Chromosome
UW163_01720	1050	998	973	1293	1396	1794	1214	670	999	893	3004	3359	2036	1115	1457	1063	294	347	435	320	783	599	308	254	546	Chromosome
UW163_01725	2508	842	946	1178	1690	2087	1120	518	665	475	2715	3355	1679	1427	1279	951	341	355	355	258	498	271	203	172	490	Chromosome
UW163_01730	1413	152	221	219	437	469	224	251	229	132	342	485	111	324	123	109	63	124	107	34	39	20	33	35	158	Chromosome
UW163_01735	1737	861	994	1065	1875	2433	1867	1138	1243	1073	2587	3068	1441	1830	1730	1567	1020	1105	1420	282	593	410	353	352	980	Chromosome
UW163_01740	906	508	492	549	807	864	735	548	525	544	1408	1573	908	956	1049	1031	721	684	859	202	480	349	235	271	515	Chromosome
UW163_01745	909	936	1058	1212	1529	2000	1669	1595	1965	1661	3630	4550	2640	1959	2272	1895	3280	3117	3005	558	985	691	412	428	753	Chromosome
UW163_01750	1002	203	199	289	564	461	331	626	499	367	214	310	139	261	199	170	292	341	299	64	144	90	81	88	278	Chromosome
UW163_01755	357	1850	2138	2380	3721	2887	2322	4610	3727	3296	1182	1889	697	1050	780	676	2140	2524	3030	631	1251	764	765	812	2338	Chromosome
UW163_01760	1395	2269	2641	2637	3161	3933	4034	5905	6687	7312	1674	1988	1166	1073	1621	1475	3753	3949	3822	1057	2749	1856	1539	1542	3072	Chromosome
UW163_01765	993	838	958	972	994	1615	1649	2607	2664	3001	534	632	328	427	505	506	1396	1434	1396	371	940	626	524	460	1222	Chromosome
UW163_01770	765	896	1064	941	1406	2103	2341	3156	3202	3804	697	674	476	586	798	773	1778	1844	1884	461	1328	900	612	606	1407	Chromosome
UW163_01775	1302	57	46	52	50	67	49	55	53	27	47	83	34	28	16	19	14	24	43	55	23	18	26	18	48	Chromosome
UW163_01780	897	6049	5909	6596	10951	11747	12107	7257	10867	17321	11439	11337	8649	11639	17465	16264	8194	7259	7313	2995	10405	7456	4832	4915	6729	Chromosome
UW163_01785	1512	620	769	778	1218	1250	1135	1223	1390	1967	758	939	603	906	871	816	1053	960	931	411	690	513	431	479	787	Chromosome
